"no","generasi","pertanyaan","pertanyaan_ner","lapis_terjemahan","sql_asli_1baris","sql_dipakai_1baris","error"
"27","v2","buatkan data perbedaan hasil pengawasan iklan obat antara hasil verifikasi balai dan hasil verifikasi pusat dalam bentuk grafik dan narasi.","buatkan data perbedaan hasil pengawasan iklan obat antara hasil verifikasi balai dan hasil verifikasi pusat dalam bentuk grafik dan narasi.","relasi vw_pengawasan_v2→mv_pengawasan ; nilai 'Obat'→'OBAT'","SELECT kesimpulan_penilaian_balai, kesimpulan_penilaian_pusat, COUNT(*) AS jumlah_perbedaan FROM public.vw_pengawasan_v2 WHERE komoditi = 'OBAT' AND kesimpulan_penilaian_balai IS NOT NULL AND kesimpulan_penilaian_pusat IS NOT NULL AND kesimpulan_penilaian_balai <> kesimpulan_penilaian_pusat GROUP BY kesimpulan_penilaian_balai, kesimpulan_penilaian_pusat ORDER BY jumlah_perbedaan DESC;","SELECT kesimpulan_penilaian_balai, kesimpulan_penilaian_pusat, COUNT(*) AS jumlah_perbedaan FROM mv_pengawasan WHERE komoditi = 'OBAT' AND kesimpulan_penilaian_balai IS NOT NULL AND kesimpulan_penilaian_pusat IS NOT NULL AND kesimpulan_penilaian_balai <> kesimpulan_penilaian_pusat GROUP BY kesimpulan_penilaian_balai, kesimpulan_penilaian_pusat ORDER BY jumlah_perbedaan DESC;",""
"28","v2","buatkan data perbedaan hasil pengawasan iklan obat tradisional; suplemen kesehatan; obat kuasi antara hasil verifikasi balai dan hasil verifikasi pusat dalam bentuk grafik dan narasi untuk periode wak","buatkan data perbedaan hasil pengawasan iklan <COMMODITY NAME>; <COMMODITY NAME>; <COMMODITY NAME> antara hasil verifikasi balai dan hasil verifikasi pusat dalam bentuk grafik dan narasi untuk periode","relasi vw_pengawasan_v2→mv_pengawasan","SELECT kesimpulan_penilaian_balai, kesimpulan_penilaian_pusat, COUNT(*) AS jumlah_perbedaan FROM public.vw_pengawasan_v2 WHERE ('OBAT TRADISIONAL (OT)', 'SUPLEMEN KESEHATAN', 'OBAT KUASI') AND kesimpulan_penilaian_balai IS NOT NULL AND kesimpulan_penilaian_pusat IS NOT NULL AND kesimpulan_penilaian_balai <> kesimpulan_penilaian_pusat GROUP BY kesimpulan_penilaian_balai, kesimpulan_penilaian_pusat ORDER BY jumlah_perbedaan DESC;","SELECT kesimpulan_penilaian_balai, kesimpulan_penilaian_pusat, COUNT(*) AS jumlah_perbedaan FROM mv_pengawasan WHERE ('OBAT TRADISIONAL (OT)', 'SUPLEMEN KESEHATAN', 'OBAT KUASI') AND kesimpulan_penilaian_balai IS NOT NULL AND kesimpulan_penilaian_pusat IS NOT NULL AND kesimpulan_penilaian_balai <> kesimpulan_penilaian_pusat GROUP BY kesimpulan_penilaian_balai, kesimpulan_penilaian_pusat ORDER BY jumlah_perbedaan DESC;","ERROR: argument of AND must be type boolean, not type record"
"29","v2","tampilkan data berapa jumlah iklan obat tradisional; suplemen kesehatan; obat kuasi yang dilaporkan oleh upt dengan hasil verifikasi pusat mk/tmk.","tampilkan data berapa jumlah iklan <COMMODITY NAME>; <COMMODITY NAME>; <COMMODITY NAME> yang dilaporkan oleh upt dengan hasil verifikasi pusat mk/tmk.","relasi vw_pengawasan_v2→mv_pengawasan","select komoditi, kesimpulan_penilaian_pusat, COUNT(*) FROM public.vw_pengawasan_v2 WHERE komoditi IN ('OBAT KUASI','OBAT TRADISIONAL (OT)','SUPLEMEN KESEHATAN') AND kesimpulan_penilaian_pusat IN ('MK', 'TMK') group by komoditi, kesimpulan_penilaian_pusat order by komoditi, kesimpulan_penilaian_pusat;","select komoditi, kesimpulan_penilaian_pusat, COUNT(*) FROM mv_pengawasan WHERE komoditi IN ('OBAT KUASI','OBAT TRADISIONAL (OT)','SUPLEMEN KESEHATAN') AND kesimpulan_penilaian_pusat IN ('MK', 'TMK') group by komoditi, kesimpulan_penilaian_pusat order by komoditi, kesimpulan_penilaian_pusat;",""
"30","v2","tampilkan data hasil kesimpulan tmk berdasarkan hasil verifikasi pusat dengan hasil verifikasi balai mk pada rentang waktu antara tanggal mulai dan tanggal selesai 2 minggu.","tampilkan data <CONCLUSION TYPE> berdasarkan hasil verifikasi pusat dengan hasil verifikasi balai mk pada rentang waktu antara tanggal mulai dan tanggal selesai 2 minggu.","relasi vw_pengawasan_v2→mv_pengawasan","SELECT * FROM public.vw_pengawasan_v2 WHERE kesimpulan_penilaian_pusat = 'TMK' and kesimpulan_penilaian_balai ='MK' AND (tgl_end - tgl_start) = 14;","SELECT * FROM mv_pengawasan WHERE kesimpulan_penilaian_pusat = 'TMK' and kesimpulan_penilaian_balai ='MK' AND (tgl_end - tgl_start) = 14;",""
"31","v2","tampilkan data hasil kesimpulan tmk berdasarkan hasil verifikasi pusat dengan hasil verifikasi balai mk pada rentang waktu Januari hingga Juni 2025","tampilkan data <CONCLUSION TYPE> berdasarkan hasil verifikasi pusat dengan hasil verifikasi balai mk pada rentang waktu <MONTH> hingga <MONTH> <YEAR>","relasi vw_pengawasan_v2→mv_pengawasan","SELECT * FROM public.vw_pengawasan_v2 WHERE kesimpulan_penilaian_pusat = 'TMK' AND kesimpulan_penilaian_balai = 'MK' AND tgl_start >= '2025-01-01' AND tgl_end <= '2025-06-30';","SELECT * FROM mv_pengawasan WHERE kesimpulan_penilaian_pusat = 'TMK' AND kesimpulan_penilaian_balai = 'MK' AND tgl_start >= '2025-01-01' AND tgl_end <= '2025-06-30';",""
"32","v2","tampilkan data hasil kesimpulan tmk berdasarkan hasil verifikasi pusat pada rentang waktu antara tanggal mulai dan tanggal selesai 2 minggu.","tampilkan data hasil kesimpulan <CONCLUSION TYPE> berdasarkan hasil verifikasi pusat pada rentang waktu antara tanggal mulai dan tanggal selesai 2 minggu.","relasi vw_pengawasan_v2→mv_pengawasan","SELECT * FROM public.vw_pengawasan_v2 WHERE kesimpulan_penilaian_pusat = 'TMK' AND (tgl_end - tgl_start) = 14;","SELECT * FROM mv_pengawasan WHERE kesimpulan_penilaian_pusat = 'TMK' AND (tgl_end - tgl_start) = 14;",""
"33","v2","tampilkan data hasil kesimpulan tmk berdasarkan hasil verifikasi pusat pada rentang waktu Januari hingga Juni 2025","tampilkan data hasil kesimpulan <CONCLUSION TYPE> berdasarkan hasil verifikasi pusat pada rentang waktu <MONTH> hingga <MONTH> <YEAR>","relasi vw_pengawasan_v2→mv_pengawasan","SELECT * FROM public.vw_pengawasan_v2 WHERE kesimpulan_penilaian_pusat = 'TMK' AND tgl_start >= '2025-01-01' AND tgl_end <= '2025-06-30';","SELECT * FROM mv_pengawasan WHERE kesimpulan_penilaian_pusat = 'TMK' AND tgl_start >= '2025-01-01' AND tgl_end <= '2025-06-30';",""
"34","v2","tampilkan data iklan yang dilaporkan mk/tmk dari masing-masing upt yang dikategorikan berdasarkan nama produk, industri farmasi, media publikasi, dan golongan obat dengan status selesai pada rentang w","tampilkan data iklan yang dilaporkan mk/tmk dari masing-masing upt yang dikategorikan berdasarkan <PRODUCT NAME>, <CLASSIFICATION>, <CLASSIFICATION>, dan <CLASSIFICATION> dengan status <CONCLUSION TYP","relasi vw_pengawasan_v2→mv_pengawasan ; nilai 'Obat'→'OBAT' ; nilai 'Kosmetika'→'KOSMETIKA'","SELECT nama_balai, nama_produk, pendaftar, media_iklan, komoditi FROM public.vw_pengawasan_v2 WHERE kesimpulan_penilaian_pusat IN ('MK', 'TMK') and komoditi IN ('KOSMETIKA','OBAT','OBAT KUASI','OBAT TRADISIONAL (OT)','SUPLEMEN KESEHATAN') AND tgl_start >= '2024-06-25' AND tgl_end <= '2024-06-30'","SELECT nama_balai, nama_produk, pendaftar, media_iklan, komoditi FROM mv_pengawasan WHERE kesimpulan_penilaian_pusat IN ('MK', 'TMK') and komoditi IN ('KOSMETIKA','OBAT','OBAT KUASI','OBAT TRADISIONAL (OT)','SUPLEMEN KESEHATAN') AND tgl_start >= '2024-06-25' AND tgl_end <= '2024-06-30'",""
"35","v2","tampilkan data label yang dilaporkan mk/tmk dari masing-masing upt yang dikategorikan berdasarkan nama produk, jenis pangan, kategori pangan, produsen, kabupaten/provinsi produsen, pada rentang waktu ","tampilkan data label yang dilaporkan <CONCLUSION TYPE> dari masing-masing upt yang dikategorikan berdasarkan <PRODUCT NAME>, <COMMODITY NAME>, <CLASSIFICATION>, <COMPANY NAME>, <REGENCY NAME>/<PROVINC","relasi vw_pengawasan_v2→mv_pengawasan","SELECT nama_balai, nama_produk, komoditi, pendaftar, kesimpulan_penilaian_akhir, tgl_start, tgl_end FROM public.vw_pengawasan_v2 WHERE kesimpulan_penilaian_akhir IN ('MK', 'TMK') AND tgl_start <= '2025-12-31' AND tgl_end >= '2025-01-01' ORDER BY nama_balai, nama_produk, komoditi, pendaftar;","SELECT nama_balai, nama_produk, komoditi, pendaftar, kesimpulan_penilaian_akhir, tgl_start, tgl_end FROM mv_pengawasan WHERE kesimpulan_penilaian_akhir IN ('MK', 'TMK') AND tgl_start <= '2025-12-31' AND tgl_end >= '2025-01-01' ORDER BY nama_balai, nama_produk, komoditi, pendaftar;",""
"36","v2","tampilkan data materi iklan berdasarkan nama produk 'buah' dan nama industri farmasi 'nutrifood' dari masing-masing upt.","tampilkan data materi iklan berdasarkan nama produk '<PRODUCT NAME>' dan nama industri farmasi '<COMPANY NAME>' dari masing-masing upt.","relasi vw_pengawasan_v2→mv_pengawasan","SELECT * FROM public.vw_pengawasan_v2 WHERE lower(nama_produk) like '%buah%' AND lower(pendaftar) like '%nutrifood%';","SELECT * FROM mv_pengawasan WHERE lower(nama_produk) like '%buah%' AND lower(pendaftar) like '%nutrifood%';",""
"37","v2","tampilkan data materi iklan berdasarkan nama produk tertentu dan nama industri farmasi tertentu dari masing-masing upt.","tampilkan data <PRODUCT NAME> berdasarkan nama produk tertentu dan nama industri farmasi tertentu dari masing-masing upt.","relasi vw_pengawasan_v2→mv_pengawasan","SELECT * FROM public.vw_pengawasan_v2 WHERE nama_produk = 'NAMA_PRODUK_TERTENTU' AND pendaftar = 'NAMA_INDUSTRI_FARMASI_TERTENTU' AND nama_balai = 'NAMA_UPT_TERTENTU';","SELECT * FROM mv_pengawasan WHERE nama_produk = 'NAMA_PRODUK_TERTENTU' AND pendaftar = 'NAMA_INDUSTRI_FARMASI_TERTENTU' AND nama_balai = 'NAMA_UPT_TERTENTU';",""
"38","v2","tampilkan data upt yang tidak melaporkan hasil pengawasan iklan dengan hasil verifikasi balai tmk pada tahun 2023.","tampilkan data upt yang tidak melaporkan hasil pengawasan iklan dengan hasil verifikasi balai tmk pada tahun <YEAR>.","relasi vw_pengawasan_v2→mv_pengawasan","SELECT DISTINCT nama_balai FROM public.vw_pengawasan_v2 WHERE nama_balai NOT IN ( SELECT DISTINCT nama_balai FROM public.vw_pengawasan_v2 WHERE kesimpulan_penilaian_balai = 'TMK' AND EXTRACT(YEAR FROM tgl_start) = 2023 );","SELECT DISTINCT nama_balai FROM mv_pengawasan WHERE nama_balai NOT IN ( SELECT DISTINCT nama_balai FROM mv_pengawasan WHERE kesimpulan_penilaian_balai = 'TMK' AND EXTRACT(YEAR FROM tgl_start) = 2023 );",""
"39","v2","tampilkan data upt yang tidak melaporkan hasil pengawasan iklan dengan hasil verifikasi balai tmk.","tampilkan data upt yang tidak melaporkan hasil pengawasan iklan dengan hasil verifikasi <HALL NAME>.","relasi vw_pengawasan_v2→mv_pengawasan","SELECT DISTINCT nama_balai FROM public.vw_pengawasan_v2 EXCEPT SELECT DISTINCT nama_balai FROM public.vw_pengawasan_v2 WHERE kesimpulan_penilaian_balai = 'TMK'","SELECT DISTINCT nama_balai FROM mv_pengawasan EXCEPT SELECT DISTINCT nama_balai FROM mv_pengawasan WHERE kesimpulan_penilaian_balai = 'TMK'",""
"40","v2","tampilkan data upt yang tidak melaporkan hasil pengawasan iklan dengan hasil verifikasi balai tmk.","tampilkan data upt yang tidak melaporkan hasil pengawasan iklan dengan hasil verifikasi <HALL NAME>.","relasi vw_pengawasan_v2→mv_pengawasan","SELECT DISTINCT nama_balai FROM public.vw_pengawasan_v2 EXCEPT SELECT DISTINCT nama_balai FROM public.vw_pengawasan_v2 WHERE kesimpulan_penilaian_balai = 'TMK'","SELECT DISTINCT nama_balai FROM mv_pengawasan EXCEPT SELECT DISTINCT nama_balai FROM mv_pengawasan WHERE kesimpulan_penilaian_balai = 'TMK'",""
"41","v2","tampilkan data upt yang tidak melaporkan hasil pengawasan iklan pada media cetak / media luar ruang pada tahun 2022.","tampilkan data upt yang tidak melaporkan hasil pengawasan iklan pada media cetak / media luar ruang pada tahun <YEAR>.","relasi vw_pengawasan_v2→mv_pengawasan","SELECT DISTINCT nama_balai FROM public.vw_pengawasan_v2 WHERE nama_balai NOT IN ( SELECT DISTINCT nama_balai FROM public.vw_pengawasan_v2 WHERE media_iklan IN ('CETAK', 'MEDIA_LUARRUANG') AND EXTRACT(YEAR FROM tgl_start) = 2022 );","SELECT DISTINCT nama_balai FROM mv_pengawasan WHERE nama_balai NOT IN ( SELECT DISTINCT nama_balai FROM mv_pengawasan WHERE media_iklan IN ('CETAK', 'MEDIA_LUARRUANG') AND EXTRACT(YEAR FROM tgl_start) = 2022 );",""
"42","v2","tampilkan data upt yang tidak melaporkan hasil pengawasan iklan pada media cetak / media luar ruang.","tampilkan data <CLASSIFICATION> yang tidak melaporkan hasil pengawasan iklan pada media cetak / media luar ruang.","relasi vw_pengawasan_v2→mv_pengawasan","SELECT DISTINCT nama_balai FROM public.vw_pengawasan_v2 EXCEPT SELECT DISTINCT nama_balai FROM public.vw_pengawasan_v2 WHERE media_iklan IN ('CETAK','MEDIA_LUARRUANG') AND kesimpulan_penilaian_akhir IS NOT NULL;","SELECT DISTINCT nama_balai FROM mv_pengawasan EXCEPT SELECT DISTINCT nama_balai FROM mv_pengawasan WHERE media_iklan IN ('CETAK','MEDIA_LUARRUANG') AND kesimpulan_penilaian_akhir IS NOT NULL;",""
"43","v2","tampilkan data upt yang tidak melaporkan hasil pengawasan iklan pada media cetak / media luar ruang.","tampilkan data <CLASSIFICATION> yang tidak melaporkan hasil pengawasan iklan pada media cetak / media luar ruang.","relasi vw_pengawasan_v2→mv_pengawasan","SELECT DISTINCT nama_balai FROM public.vw_pengawasan_v2 EXCEPT SELECT DISTINCT nama_balai FROM public.vw_pengawasan_v2 WHERE media_iklan IN ('CETAK','MEDIA_LUARRUANG') AND kesimpulan_penilaian_akhir IS NOT NULL;","SELECT DISTINCT nama_balai FROM mv_pengawasan EXCEPT SELECT DISTINCT nama_balai FROM mv_pengawasan WHERE media_iklan IN ('CETAK','MEDIA_LUARRUANG') AND kesimpulan_penilaian_akhir IS NOT NULL;",""
"44","v2","tampilkan data upt yang tidak melaporkan iklan obat tradisional; suplemen kesehatan; obat kuasi pada tahun 2023.","tampilkan data upt yang tidak melaporkan <COMMODITY NAME>; <COMMODITY NAME>; <COMMODITY NAME> pada tahun <YEAR>.","relasi vw_pengawasan_v2→mv_pengawasan","SELECT DISTINCT nama_balai FROM public.vw_pengawasan_v2 WHERE nama_balai NOT IN ( SELECT DISTINCT nama_balai FROM public.vw_pengawasan_v2 WHERE komoditi IN ('OBAT KUASI','OBAT TRADISIONAL (OT)','SUPLEMEN KESEHATAN') AND EXTRACT(YEAR FROM tgl_start) = 2023 );","SELECT DISTINCT nama_balai FROM mv_pengawasan WHERE nama_balai NOT IN ( SELECT DISTINCT nama_balai FROM mv_pengawasan WHERE komoditi IN ('OBAT KUASI','OBAT TRADISIONAL (OT)','SUPLEMEN KESEHATAN') AND EXTRACT(YEAR FROM tgl_start) = 2023 );",""
"45","v2","tampilkan data upt yang tidak melaporkan iklan obat tradisional; suplemen kesehatan; obat kuasi.","tampilkan data upt yang tidak melaporkan <COMMODITY NAME>; <COMMODITY NAME>; <COMMODITY NAME>.","relasi vw_pengawasan_v2→mv_pengawasan","SELECT DISTINCT nama_balai FROM public.vw_pengawasan_v2 EXCEPT SELECT DISTINCT nama_balai FROM public.vw_pengawasan_v2 WHERE komoditi IN ('OBAT KUASI','OBAT TRADISIONAL (OT)','SUPLEMEN KESEHATAN')","SELECT DISTINCT nama_balai FROM mv_pengawasan EXCEPT SELECT DISTINCT nama_balai FROM mv_pengawasan WHERE komoditi IN ('OBAT KUASI','OBAT TRADISIONAL (OT)','SUPLEMEN KESEHATAN')",""
"46","v2","tampilkan list data lokasi iklan yang diperiksa lebih dari sekali","tampilkan list data <CLASSIFICATION> yang diperiksa lebih dari sekali","relasi vw_pengawasan_v2→mv_pengawasan","SELECT lokasi_iklan FROM public.vw_pengawasan_v2 GROUP BY lokasi_iklan HAVING COUNT(*) > 1;","SELECT lokasi_iklan FROM mv_pengawasan GROUP BY lokasi_iklan HAVING COUNT(*) > 1;",""
"47","v2","tampilkan persentase kategori pangan yang tmk pada rentang waktu 2025 (baik secara nasional maupun per upt).","tampilkan persentase <CLASSIFICATION> yang tmk pada rentang waktu <YEAR> (baik secara nasional maupun per upt).","relasi vw_pengawasan_v2→mv_pengawasan","SELECT kesimpulan_penilaian_pusat, COUNT(*) AS jumlah_laporan, ROUND(100.0 * COUNT(*) / SUM(COUNT(*)) OVER (), 2) AS persentase -- 0–100 FROM vw_pengawasan_v2 WHERE komoditi ='PRODUK PANGAN' AND tgl_start >= DATE '2025-01-01' AND tgl_end < DATE '2026-01-01' -- half-open range, covers all of 2025 GROUP BY kesimpulan_penilaian_pusat ORDER BY jumlah_laporan DESC;","SELECT kesimpulan_penilaian_pusat, COUNT(*) AS jumlah_laporan, ROUND(100.0 * COUNT(*) / SUM(COUNT(*)) OVER (), 2) AS persentase -- 0–100 FROM mv_pengawasan WHERE komoditi ='PRODUK PANGAN' AND tgl_start >= DATE '2025-01-01' AND tgl_end < DATE '2026-01-01' -- half-open range, covers all of 2025 GROUP BY kesimpulan_penilaian_pusat ORDER BY jumlah_laporan DESC;",""
"48","v2","tampilkan persentase media iklan (dibandingkan seluruh iklan yang diawasi pada rentang waktu tertentu) yang diawasi pada upt dengan nama 'balai pom di jakarta' pada rentang waktu antara tanggal '2025-","tampilkan persentase media iklan (dibandingkan seluruh iklan yang diawasi pada rentang waktu tertentu) yang diawasi pada upt dengan nama '<HALL NAME>' pada rentang waktu antara tanggal '2025-01-01' da","relasi vw_pengawasan_v2→mv_pengawasan","SELECT media_iklan, COUNT(*) AS jumlah_laporan, ROUND(100.0 * COUNT(*) / SUM(COUNT(*)) OVER (), 2) AS persentase -- 0–100 FROM vw_pengawasan_v2 WHERE nama_balai = 'BALAI BESAR POM DI JAKARTA' AND tgl_start >= DATE '2025-01-01' AND tgl_end < DATE '2026-01-01' -- half-open range, covers all of 2025 GROUP BY media_iklan ORDER BY jumlah_laporan DESC;","SELECT media_iklan, COUNT(*) AS jumlah_laporan, ROUND(100.0 * COUNT(*) / SUM(COUNT(*)) OVER (), 2) AS persentase -- 0–100 FROM mv_pengawasan WHERE nama_balai = 'BALAI BESAR POM DI JAKARTA' AND tgl_start >= DATE '2025-01-01' AND tgl_end < DATE '2026-01-01' -- half-open range, covers all of 2025 GROUP BY media_iklan ORDER BY jumlah_laporan DESC;",""
"49","v2","tampilkan tren data hasil pengawasan iklan obat pada rentang tahun 2024-2025 berdasarkan hasil verifikasi pusat mk/tmk.","tampilkan tren data hasil pengawasan iklan obat pada rentang tahun <YEAR>-<YEAR> berdasarkan hasil verifikasi pusat mk/tmk.","relasi vw_pengawasan_v2→mv_pengawasan ; nilai 'Obat'→'OBAT'","SELECT EXTRACT(YEAR FROM tgl_start) AS year, kesimpulan_penilaian_pusat, COUNT(*) AS total_count FROM public.vw_pengawasan_v2 WHERE komoditi IN ('OBAT', 'OBAT KUASI', 'OBAT TRADISIONAL (OT)') AND kesimpulan_penilaian_pusat IN ('MK', 'TMK') AND EXTRACT(YEAR FROM tgl_start) BETWEEN 2024 AND 2025 GROUP BY year, kesimpulan_penilaian_pusat ORDER BY year, kesimpulan_penilaian_pusat;","SELECT EXTRACT(YEAR FROM tgl_start) AS year, kesimpulan_penilaian_pusat, COUNT(*) AS total_count FROM mv_pengawasan WHERE komoditi IN ('OBAT', 'OBAT KUASI', 'OBAT TRADISIONAL (OT)') AND kesimpulan_penilaian_pusat IN ('MK', 'TMK') AND EXTRACT(YEAR FROM tgl_start) BETWEEN 2024 AND 2025 GROUP BY year, kesimpulan_penilaian_pusat ORDER BY year, kesimpulan_penilaian_pusat;",""
"50","v2","tampilkan tren data hasil pengawasan iklan obat tradisional; suplemen kesehatan; obat kuasi pada rentang tahun 2024-2025 berdasarkan hasil verifikasi pusat mk/tmk","tampilkan tren data hasil pengawasan iklan <COMMODITY NAME>; <COMMODITY NAME>; <COMMODITY NAME> pada rentang tahun <YEAR> berdasarkan hasil verifikasi pusat mk/tmk","relasi vw_pengawasan_v2→mv_pengawasan","SELECT EXTRACT( YEAR FROM tgl_start ) AS tahun, kesimpulan_penilaian_pusat, COUNT(*) AS jumlah_pengawasan FROM public.vw_pengawasan_v2 WHERE komoditi IN ('OBAT TRADISIONAL (OT)', 'SUPLEMEN KESEHATAN', 'OBAT KUASI') AND EXTRACT( YEAR FROM tgl_start ) BETWEEN 2024 AND 2025 AND kesimpulan_penilaian_pusat IN ('MK', 'TMK') GROUP by kesimpulan_penilaian_pusat, tahun ORDER by kesimpulan_penilaian_pusat, tahun;","SELECT EXTRACT( YEAR FROM tgl_start ) AS tahun, kesimpulan_penilaian_pusat, COUNT(*) AS jumlah_pengawasan FROM mv_pengawasan WHERE komoditi IN ('OBAT TRADISIONAL (OT)', 'SUPLEMEN KESEHATAN', 'OBAT KUASI') AND EXTRACT( YEAR FROM tgl_start ) BETWEEN 2024 AND 2025 AND kesimpulan_penilaian_pusat IN ('MK', 'TMK') GROUP by kesimpulan_penilaian_pusat, tahun ORDER by kesimpulan_penilaian_pusat, tahun;",""
"51","v2","tampilkan tren data hasil pengawasan iklan pangan (mk/tmk) pada rentang tahun 2025 berdasarkan hasil verifikasi upt","tampilkan tren data hasil pengawasan iklan pangan (mk/tmk) pada rentang tahun <YEAR> berdasarkan hasil verifikasi upt","relasi vw_pengawasan_v2→mv_pengawasan","select EXTRACT(YEAR FROM tgl_start) AS tahun, EXTRACT(MONTH FROM tgl_start) AS bulan, kesimpulan_penilaian_balai, COUNT(*) AS jumlah_pengawasan FROM public.vw_pengawasan_v2 WHERE lower(komoditi) like '%produk pangan%' AND EXTRACT(YEAR FROM tgl_start) = 2025 GROUP BY 1, 2, 3 ORDER BY 1, 2, 3;","select EXTRACT(YEAR FROM tgl_start) AS tahun, EXTRACT(MONTH FROM tgl_start) AS bulan, kesimpulan_penilaian_balai, COUNT(*) AS jumlah_pengawasan FROM mv_pengawasan WHERE lower(komoditi) like '%produk pangan%' AND EXTRACT(YEAR FROM tgl_start) = 2025 GROUP BY 1, 2, 3 ORDER BY 1, 2, 3;",""
"52","v2","tampilkan visualisasi data berupa urutan data yang paling besar dari hasil pengawasan label pangan yang dilaporkan tmk dari masing-masing upt yang dikategorikan berdasarkan nama produk, jenis pangan, ","tampilkan visualisasi data berupa urutan data yang paling besar dari hasil pengawasan label pangan yang dilaporkan tmk dari masing-masing upt yang dikategorikan berdasarkan nama produk, jenis pangan, ","relasi vw_pengawasan_v2→mv_pengawasan","SELECT nama_balai, nama_produk, COUNT(*) AS jumlah_tmk_laporan FROM public.vw_pengawasan_v2 WHERE kesimpulan_penilaian_akhir = 'TMK' AND EXTRACT(YEAR FROM tgl_start) = 2025 GROUP BY nama_balai, nama_produk ORDER BY jumlah_tmk_laporan DESC;","SELECT nama_balai, nama_produk, COUNT(*) AS jumlah_tmk_laporan FROM mv_pengawasan WHERE kesimpulan_penilaian_akhir = 'TMK' AND EXTRACT(YEAR FROM tgl_start) = 2025 GROUP BY nama_balai, nama_produk ORDER BY jumlah_tmk_laporan DESC;",""
"53","v3","Berdasarkan kabupaten/kota, tampilkan jumlah perbedaan kesimpulan balai dengan pusat saat kesimpulan penilaian akhir = TMK","Berdasarkan kabupaten/kota, tampilkan jumlah perbedaan kesimpulan balai dengan pusat saat kesimpulan penilaian akhir = <CONCLUSION TYPE>","-","SELECT mp.kabupaten, COUNT(*) AS jumlah_perbedaan FROM mv_pengawasan mp WHERE mp.kesimpulan_penilaian_balai IS NOT NULL AND mp.kesimpulan_penilaian_pusat IS NOT NULL AND LOWER(mp.kesimpulan_penilaian_balai) <> LOWER(mp.kesimpulan_penilaian_pusat) and mp.kesimpulan_penilaian_akhir = 'TMK' GROUP BY mp.kabupaten ORDER BY jumlah_perbedaan DESC;","SELECT mp.kabupaten, COUNT(*) AS jumlah_perbedaan FROM mv_pengawasan mp WHERE mp.kesimpulan_penilaian_balai IS NOT NULL AND mp.kesimpulan_penilaian_pusat IS NOT NULL AND LOWER(mp.kesimpulan_penilaian_balai) <> LOWER(mp.kesimpulan_penilaian_pusat) and mp.kesimpulan_penilaian_akhir = 'TMK' GROUP BY mp.kabupaten ORDER BY jumlah_perbedaan DESC;","ERROR: column mp.kabupaten does not exist"
"54","v3","Berdasarkan produsen Kao Indonesia, tampilkan berapa jumlah iklan yang dilaporkan MK atau TMK beserta jumlah perbedaan antara kesimpulan balai dengan pusat","Berdasarkan produsen <COMPANY NAME>, tampilkan berapa jumlah iklan yang dilaporkan MK atau TMK beserta jumlah perbedaan antara kesimpulan balai dengan pusat","-","select mp.pendaftar, count(*) as total_laporan, sum(case when lower(mp.kesimpulan_penilaian_pusat) = 'mk' then 1 else 0 end) as jumlah_mk_pusat, sum(case when lower(mp.kesimpulan_penilaian_pusat) = 'tmk' then 1 else 0 end) as jumlah_tmk_pusat, sum(case when lower(mp.kesimpulan_penilaian_balai) = 'mk' then 1 else 0 end) as jumlah_mk_balai, sum(case when lower(mp.kesimpulan_penilaian_balai) = 'tmk' then 1 else 0 end) as jumlah_tmk_balai, sum(case when lower(mp.kesimpulan_penilaian_balai) <> lower(mp.kesimpulan_penilaian_pusat) and mp.kesimpulan_penilaian_balai is not null and mp.kesimpulan_penilaian_pusat is not null then 1 else 0 end) as jumlah_perbedaan_balai_pusat from mv_pengawasan mp where lower(mp.pendaftar) like '%kao indonesia%' and mp.kesimpulan_penilaian_pusat is not null group by mp.pendaftar order by total_laporan desc;","select mp.pendaftar, count(*) as total_laporan, sum(case when lower(mp.kesimpulan_penilaian_pusat) = 'mk' then 1 else 0 end) as jumlah_mk_pusat, sum(case when lower(mp.kesimpulan_penilaian_pusat) = 'tmk' then 1 else 0 end) as jumlah_tmk_pusat, sum(case when lower(mp.kesimpulan_penilaian_balai) = 'mk' then 1 else 0 end) as jumlah_mk_balai, sum(case when lower(mp.kesimpulan_penilaian_balai) = 'tmk' then 1 else 0 end) as jumlah_tmk_balai, sum(case when lower(mp.kesimpulan_penilaian_balai) <> lower(mp.kesimpulan_penilaian_pusat) and mp.kesimpulan_penilaian_balai is not null and mp.kesimpulan_penilaian_pusat is not null then 1 else 0 end) as jumlah_perbedaan_balai_pusat from mv_pengawasan mp where lower(mp.pendaftar) like '%kao indonesia%' and mp.kesimpulan_penilaian_pusat is not null group by mp.pendaftar order by total_laporan desc;",""
